cif,a,b,c,alpha,beta,gamma
4330016,12.2586,17.9933,19.7101,90.0,90.0,90.0
4330045,13.733,14.722,25.207,90.0,90.0,90.0
4330046,15.394,15.394,12.146,90.0,90.0,90.0
4330084,7.8687,17.504,25.007,90.0,90.0,90.0
4330102,11.8653,16.562,17.889,90.0,90.0,90.0
4330126,9.4828,11.366,11.833,90.0,90.0,90.0
4330146,9.993,13.373,28.923,90.0,90.0,90.0
4330219,8.8757,15.288,21.2854,90.0,90.0,90.0
4330253,10.6388,13.7319,26.1001,90.0,90.0,90.0
4330256,7.4613,9.7137,26.8338,90.0,90.0,90.0
4330312,13.497,14.724,25.448,90.0,90.0,90.0
4330335,14.52,17.551,18.101,90.0,90.0,90.0
4330337,14.5552,17.4656,18.158,90.0,90.0,90.0
4330338,10.3931,16.2951,16.6209,90.0,90.0,90.0
4330376,7.4978,9.6895,19.339,90.0,90.0,90.0
4330379,13.261,14.189,17.697,90.0,90.0,90.0
4330396,10.204,10.204,13.0998,90.0,90.0,90.0
4330404,13.5079,13.5079,17.531,90.0,90.0,90.0
4330486,6.8979,14.3515,14.5164,90.0,90.0,90.0
4330550,9.571,10.49,27.375,90.0,90.0,90.0
4330576,16.9722,16.9722,5.6208,90.0,90.0,90.0
4330618,24.5366,24.5366,6.5728,90.0,90.0,90.0
4330633,7.3744,13.4167,13.9213,90.0,90.0,90.0
4330668,14.673,15.471,20.2116,90.0,90.0,90.0
4330679,8.847,16.874,18.553,90.0,90.0,90.0
4330686,14.024,14.6152,14.7774,90.0,90.0,90.0
4330710,10.523,12.667,14.382,90.0,90.0,90.0
4330818,17.9109,18.6688,9.4926,90.0,90.0,90.0
4330867,7.3348,12.1051,13.4888,90.0,90.0,90.0
4331040,10.7358,14.5102,17.9942,90.0,90.0,90.0
4331077,8.5228,9.0507,18.95,90.0,90.0,90.0
4331092,15.4332,15.4332,15.4332,90.0,90.0,90.0
4331110,10.6179,10.8066,27.9331,90.0,90.0,90.0
4331135,11.6161,11.6161,37.839,90.0,90.0,120.0
4331159,9.9387,11.7933,20.7778,90.0,90.0,90.0
4331170,15.384,15.384,11.304,90.0,90.0,120.0
4331171,15.3958,15.3958,11.2532,90.0,90.0,120.0
4331207,8.0716,11.8867,19.3435,90.0,90.0,90.0
4331217,12.6628,14.1099,18.2836,90.0,90.0,90.0
4331227,10.876,10.879,20.3,90.0,90.0,90.0
4331244,5.926,7.516,37.051,90.0,90.0,90.0
4331245,7.174,10.884,23.91,90.0,90.0,90.0
4331246,5.887,7.94,36.911,90.0,90.0,90.0
4331247,6.232,15.45,20.624,90.0,90.0,90.0
4331248,5.84,8.328,36.821,90.0,90.0,90.0
4331257,6.067,11.96,24.27,90.0,90.0,90.0
4331298,15.9271,15.9271,25.1712,90.0,90.0,90.0
4331299,16.1657,16.1657,24.744,90.0,90.0,90.0
4331301,15.8285,15.8285,25.034,90.0,90.0,90.0
4331345,7.8121,7.9612,13.1728,90.0,90.0,90.0
4331346,7.6839,7.7555,13.0195,90.0,90.0,90.0
4331347,7.6225,7.7814,12.728,90.0,90.0,90.0
4331348,7.6892,7.7385,13.0205,90.0,90.0,90.0
4331350,6.9992,6.9992,11.8201,90.0,90.0,90.0
4331363,11.34,17.406,23.338,90.0,90.0,90.0
4331375,8.8001,17.9041,20.3625,90.0,90.0,90.0
4331472,14.8578,14.865,20.474,90.0,90.0,90.0
4331473,7.58,17.64,20.7,90.0,90.0,90.0
4331481,8.9363,18.428,27.0703,90.0,90.0,90.0
4331491,11.9961,11.9961,16.062,90.0,90.0,120.0
4331623,12.6917,17.1502,23.9634,90.0,90.0,90.0
4331640,14.605,15.252,15.419,90.0,90.0,90.0
4331681,12.944,12.944,6.1728,90.0,90.0,90.0
4331705,11.0841,14.9184,18.5128,90.0,90.0,90.0
4331746,7.8416,13.0646,20.8194,90.0,90.0,90.0
4331763,11.5165,18.0618,19.6211,90.0,90.0,90.0
4331798,9.5949,11.7875,15.4661,90.0,90.0,90.0
4331805,9.4112,11.2663,15.299,90.0,90.0,90.0
4331870,10.7753,11.9414,12.6635,90.0,90.0,90.0
4331876,11.092,14.678,29.261,90.0,90.0,90.0
4331889,16.2542,16.2542,11.535,90.0,90.0,90.0
4331890,16.1405,16.1405,11.5809,90.0,90.0,90.0
4331892,16.0562,16.0562,11.6135,90.0,90.0,90.0
4331893,16.1337,16.1337,11.646,90.0,90.0,90.0
4331895,11.6391,16.0554,19.335,90.0,90.0,90.0
4331898,6.438,9.528,12.906,90.0,90.0,90.0
4331900,10.3503,10.3503,52.557,90.0,90.0,90.0
4331929,13.52,13.52,9.789,90.0,90.0,90.0
4331930,8.814,11.611,15.073,90.0,90.0,90.0
4331952,10.234,11.654,34.629,90.0,90.0,90.0
4331953,11.3972,11.3972,30.955,90.0,90.0,120.0
4331954,11.344,11.344,30.27,90.0,90.0,120.0
4331985,7.4914,9.9397,17.3805,90.0,90.0,90.0
4332017,8.7159,11.833,31.627,90.0,90.0,90.0
4332018,10.978,14.296,18.263,90.0,90.0,90.0
4332024,9.466,15.099,12.254,90.0,90.0,90.0
4332061,9.8938,10.2598,44.2594,90.0,90.0,90.0
4332134,14.3757,16.599,20.47,90.0,90.0,90.0
4332142,13.98,16.714,16.81,90.0,90.0,90.0
4332174,9.1967,10.3605,39.933,90.0,90.0,90.0
4332175,4.2007,11.2835,35.311,90.0,90.0,90.0
4332176,7.8374,19.451,19.6,90.0,90.0,90.0
4332178,9.0606,15.7587,32.0453,90.0,90.0,90.0
4332195,14.287,26.854,14.697,90.0,90.0,90.0
4332196,8.7069,15.6615,16.1002,90.0,90.0,90.0
4332202,10.984,11.1182,27.25,90.0,90.0,90.0
4332208,10.8344,17.3157,17.787,90.0,90.0,90.0
4332227,11.9312,13.6044,14.1521,90.0,90.0,90.0
4332238,9.7572,14.8314,24.1685,90.0,90.0,90.0
4332241,10.7096,16.0538,17.4258,90.0,90.0,90.0
4332254,14.811,14.811,15.595,90.0,90.0,90.0
4332282,10.1017,10.1017,42.334,90.0,90.0,120.0
4332374,8.598,12.572,28.968,90.0,90.0,90.0
4332389,7.577,12.608,25.024,90.0,90.0,90.0
4332400,9.151,9.151,13.023,90.0,90.0,90.0
4332403,9.936,9.936,17.727,90.0,90.0,90.0
4332405,11.2872,11.2872,11.2872,90.0,90.0,90.0
4332407,18.2282,18.2282,18.2282,90.0,90.0,90.0
4332408,11.6106,11.6106,11.6106,90.0,90.0,90.0
4332499,6.9702,14.4248,11.4792,90.0,90.0,90.0
4332502,10.0554,18.623,20.5137,90.0,90.0,90.0
4332532,7.3221,9.7525,11.8921,90.0,90.0,90.0
4332543,7.596,24.397,28.642,90.0,90.0,90.0
4332561,9.104,10.1034,25.155,90.0,90.0,90.0
4332563,8.459,9.622,24.389,90.0,90.0,90.0
4332564,9.5533,9.9947,23.8866,90.0,90.0,90.0
4332565,12.4289,17.6357,18.0264,90.0,90.0,90.0
4332587,6.8015,6.8015,9.2196,90.0,90.0,90.0
4332605,22.477,22.477,6.4602,90.0,90.0,90.0
4332612,12.7611,15.6322,16.2554,90.0,90.0,90.0
4332620,6.8007,12.3074,14.3586,90.0,90.0,90.0
4332630,6.7642,7.05,21.2016,90.0,90.0,90.0
4332639,7.3055,17.923,17.977,90.0,90.0,90.0
4332697,11.3101,15.7573,24.744,90.0,90.0,90.0
4332706,12.908,12.997,22.956,90.0,90.0,90.0
4332714,12.0653,15.218,15.969,90.0,90.0,90.0
4332718,9.4479,11.5876,13.1804,90.0,90.0,90.0
4332730,10.0812,10.0812,6.199,90.0,90.0,90.0
4332731,9.7253,9.7253,6.6458,90.0,90.0,90.0
4332735,8.6926,8.6926,40.452,90.0,90.0,120.0
4332790,8.0823,13.209,17.639,90.0,90.0,90.0
4332831,13.3524,13.7083,18.6955,90.0,90.0,90.0
4332837,9.3168,16.71,23.612,90.0,90.0,90.0
4332867,16.396,17.135,18.341,90.0,90.0,90.0
4332881,5.6113,12.6077,19.3108,90.0,90.0,90.0
4332882,13.7989,14.1239,14.3394,90.0,90.0,90.0
4332893,7.66,12.8,19.804,90.0,90.0,90.0
4332907,19.5273,19.5273,12.1908,90.0,90.0,90.0
4332928,12.763,12.763,18.722,90.0,90.0,90.0
4332966,13.6852,16.1279,13.7491,90.0,90.0,90.0
4332987,7.1458,7.2634,13.2035,90.0,90.0,90.0
4332992,8.4987,13.8069,21.1668,90.0,90.0,90.0
4333000,13.37,15.531,17.639,90.0,90.0,90.0
4333004,8.5957,9.8637,12.232,90.0,90.0,90.0
4333015,10.017,11.4879,21.2688,90.0,90.0,90.0
4333097,7.7937,18.9861,31.4245,90.0,90.0,90.0
4333161,4.9526,24.5142,34.174,90.0,90.0,90.0
4333162,11.6122,11.6122,13.181,90.0,90.0,120.0
4333165,13.65,13.65,13.6565,90.0,90.0,120.0
4333193,7.3269,8.2922,12.1221,90.0,90.0,90.0
4333226,6.634,14.722,18.159,90.0,90.0,90.0
4333233,9.6872,9.6872,6.5998,90.0,90.0,90.0
4333260,9.4515,14.2276,20.1329,90.0,90.0,90.0
4333311,8.7549,13.267,14.685,90.0,90.0,90.0
4333343,8.2309,10.8644,14.0116,90.0,90.0,90.0
4333349,9.3447,14.7948,16.563,90.0,90.0,90.0
4333443,10.6201,20.146,20.869,90.0,90.0,90.0
4333457,8.965,15.057,23.374,90.0,90.0,90.0
4333578,17.1238,20.115,27.1291,90.0,90.0,90.0
4333647,13.049,13.957,18.266,90.0,90.0,90.0
4333675,12.3485,13.4518,19.6002,90.0,90.0,90.0
4333697,12.7705,12.8827,14.5232,90.0,90.0,90.0
4333700,9.7903,15.3617,21.5085,90.0,90.0,90.0
4333769,6.9727,18.497,24.123,90.0,90.0,90.0
4333791,9.43,14.241,15.465,90.0,90.0,90.0
4333801,10.5831,11.6568,16.5679,90.0,90.0,90.0
4333802,7.843,8.436,23.14,90.0,90.0,90.0
4333807,13.0625,13.0625,52.565,90.0,90.0,90.0
4333971,22.6904,22.6904,12.695,90.0,90.0,90.0
4333999,10.6244,10.9461,23.7452,90.0,90.0,90.0
4334033,7.76484,14.4294,36.7708,90.0,90.0,90.0
4334063,9.8464,11.7105,16.34,90.0,90.0,90.0
4334095,9.0327,9.0327,9.0327,90.0,90.0,90.0
4334104,6.7945,12.5409,33.507,90.0,90.0,90.0
4334121,13.823,15.613,21.15,90.0,90.0,90.0
4334265,16.6701,16.6701,15.481,90.0,90.0,90.0
4334267,16.6651,16.6651,8.8573,90.0,90.0,90.0
4334298,6.4778,22.184,22.348,90.0,90.0,90.0
4334316,13.385,14.712,15.573,90.0,90.0,90.0
4334386,8.3251,13.3513,18.0199,90.0,90.0,90.0
4334419,10.113,11.881,27.024,90.0,90.0,90.0
4334430,7.566,7.6413,18.1056,90.0,90.0,90.0
4334431,9.3401,17.744,25.063,90.0,90.0,90.0
4334469,12.5844,12.5844,31.621,90.0,90.0,120.0
4334519,12.4547,12.4547,14.3765,90.0,90.0,120.0
4334523,10.6032,12.5912,15.8418,90.0,90.0,90.0
4334525,8.6895,13.7221,26.1281,90.0,90.0,90.0
4334537,9.6579,11.4849,22.3408,90.0,90.0,90.0
4334639,8.417,16.498,19.454,90.0,90.0,90.0
4334658,10.204,12.0,12.936,90.0,90.0,90.0
4334675,10.1628,11.9467,15.8593,90.0,90.0,90.0
4334727,8.1317,11.1558,31.287,90.0,90.0,90.0
4334734,8.4968,20.443,28.4906,90.0,90.0,90.0
4334735,8.427,17.874,20.132,90.0,90.0,90.0
4334758,9.7749,13.4714,21.936,90.0,90.0,90.0
4334759,12.914,13.12,39.995,90.0,90.0,90.0
4334764,13.26,13.903,18.434,90.0,90.0,90.0
4334818,11.524,19.22,21.878,90.0,90.0,90.0
4334831,4.433,20.9,30.555,90.0,90.0,90.0
4334866,7.1294,11.9506,15.2184,90.0,90.0,90.0
4334890,13.6526,19.4728,19.5419,90.0,90.0,90.0
4334909,17.9094,17.9094,21.9653,90.0,90.0,90.0
4334923,16.527,16.527,18.067,90.0,90.0,120.0
4334980,8.5995,9.641,12.963,90.0,90.0,90.0
4334982,9.8556,9.8556,15.7233,90.0,90.0,120.0
4335021,10.486,14.313,16.705,90.0,90.0,90.0
4335066,7.83516,14.04059,21.7325,90.0,90.0,90.0
4335100,7.0814,15.7409,16.9995,90.0,90.0,90.0
4335110,9.7788,15.2048,21.1848,90.0,90.0,90.0
4335189,19.9942,19.9942,7.4709,90.0,90.0,90.0
4335190,6.2479,26.4751,28.2602,90.0,90.0,90.0
4335251,10.6642,10.6642,23.998,90.0,90.0,90.0
4335302,14.7628,15.8507,21.2848,90.0,90.0,90.0
4335338,6.1995,18.525,20.136,90.0,90.0,90.0
4335359,15.899,17.194,9.5281,90.0,90.0,90.0
4335408,8.041,18.8488,19.2235,90.0,90.0,90.0
4335432,13.1976,13.1976,38.5008,90.0,90.0,120.0
4335433,13.3154,13.3154,38.938,90.0,90.0,120.0
4335449,10.4032,11.9416,12.8388,90.0,90.0,90.0
4335517,10.2622,12.318,22.0259,90.0,90.0,90.0
4335518,5.3978,12.2169,15.2345,90.0,90.0,90.0
4335596,6.5895,9.598,20.1851,90.0,90.0,90.0
4335643,8.223,9.0751,40.322,90.0,90.0,90.0
4335707,8.8046,13.591,21.92,90.0,90.0,90.0
4335720,12.2305,12.3261,22.2075,90.0,90.0,90.0
4335731,29.5335,29.5335,5.5624,90.0,90.0,90.0
4335762,8.903,16.681,18.058,90.0,90.0,90.0
4335774,11.232,14.807,16.779,90.0,90.0,90.0
4335786,6.3794,8.8122,16.7352,90.0,90.0,90.0
4335787,6.9823,9.1386,18.7475,90.0,90.0,90.0
4335850,6.839,15.728,18.464,90.0,90.0,90.0
4335870,6.5962,7.1987,32.446,90.0,90.0,90.0
4335875,6.952,13.2676,14.9719,90.0,90.0,90.0
4335879,6.9329,12.061,14.777,90.0,90.0,90.0
4335892,7.125,8.357,26.601,90.0,90.0,90.0
4335928,10.729,14.18,23.34,90.0,90.0,90.0
4336041,12.3327,12.735,31.5659,90.0,90.0,90.0
4336092,9.969,9.969,16.595,90.0,90.0,120.0
4336097,8.7177,12.644,15.729,90.0,90.0,90.0
4336141,8.1483,14.2809,31.1999,90.0,90.0,90.0
4336147,11.2176,15.4084,17.3415,90.0,90.0,90.0
4336149,11.0037,14.7916,16.6696,90.0,90.0,90.0
4336168,11.9411,13.0982,21.3621,90.0,90.0,90.0
4336177,13.0938,13.0938,9.4657,90.0,90.0,90.0
4336178,13.124,13.124,9.4257,90.0,90.0,90.0
4336179,13.133,13.133,9.6551,90.0,90.0,90.0
4336208,16.515,17.34,20.333,90.0,90.0,90.0
4336223,10.645,12.4173,26.4766,90.0,90.0,90.0
4336336,13.319,13.324,23.314,90.0,90.0,90.0
4336356,18.268,18.268,30.195,90.0,90.0,120.0
4336428,8.1301,21.381,23.6314,90.0,90.0,90.0
4336464,8.545,18.3095,22.353,90.0,90.0,90.0
4336482,11.1656,13.5395,17.7402,90.0,90.0,90.0
4336506,15.1306,15.1306,11.0313,90.0,90.0,120.0
4336507,15.2655,15.2655,10.3994,90.0,90.0,120.0
4336674,8.2286,10.253,25.781,90.0,90.0,90.0
4336761,11.2949,13.2768,13.6333,90.0,90.0,90.0
4336762,14.6209,15.5436,25.623,90.0,90.0,90.0
4336810,10.922,13.899,21.348,90.0,90.0,90.0
4336843,7.2936,13.1752,25.2461,90.0,90.0,90.0
4336847,8.3203,12.2323,16.0756,90.0,90.0,90.0
4336944,16.2964,16.2964,18.6865,90.0,90.0,120.0
4336979,14.09,14.745,23.495,90.0,90.0,90.0
4336982,8.489,19.629,21.115,90.0,90.0,90.0
4337022,10.5414,11.6163,16.5494,90.0,90.0,90.0
4337046,11.5885,16.7656,20.5318,90.0,90.0,90.0
4337059,8.9013,13.5698,30.0402,90.0,90.0,90.0
4337063,9.7781,11.6653,23.3284,90.0,90.0,90.0
4337087,19.87,19.87,12.749,90.0,90.0,90.0
4337091,11.9104,12.1992,13.8206,90.0,90.0,90.0
4337103,13.1858,13.7433,21.0614,90.0,90.0,90.0
4337122,12.7981,14.2608,14.5214,90.0,90.0,90.0
4337134,15.1399,15.1399,11.2499,90.0,90.0,120.0
4337151,8.525,13.383,20.7498,90.0,90.0,90.0
4337321,9.8361,14.531,21.96,90.0,90.0,90.0
4337384,28.064,28.064,6.6762,90.0,90.0,90.0
4337393,12.943,12.943,8.6752,90.0,90.0,90.0
4337448,7.9385,11.0586,29.8637,90.0,90.0,90.0
4337527,6.7669,11.9876,14.1792,90.0,90.0,90.0
4337530,8.3845,8.3845,19.2943,90.0,90.0,90.0
4337732,9.7911,11.4573,40.34,90.0,90.0,90.0
4337746,10.1942,15.6678,16.8268,90.0,90.0,90.0
4337753,9.9542,17.118,17.8215,90.0,90.0,90.0
4337773,11.447,11.447,24.454,90.0,90.0,120.0
4337839,8.2009,10.6215,12.1355,90.0,90.0,90.0
4337850,10.858,14.7496,15.1195,90.0,90.0,90.0
4337908,10.4652,12.3683,21.3523,90.0,90.0,90.0
4337964,16.1569,16.6106,17.3001,90.0,90.0,90.0
4338128,12.2583,13.5867,16.9143,90.0,90.0,90.0
4338199,13.4323,13.4323,11.6144,90.0,90.0,120.0
4338259,15.7237,18.9825,35.9821,90.0,90.0,90.0
4338262,15.7537,18.9925,36.0206,90.0,90.0,90.0
4338277,13.4134,14.0452,16.3011,90.0,90.0,90.0
4338281,13.504,14.375,16.193,90.0,90.0,90.0
4338386,4.9114,10.68,13.732,90.0,90.0,90.0
4338406,4.5131,14.7136,31.2959,90.0,90.0,90.0
4338427,12.5983,13.494,15.2415,90.0,90.0,90.0
4338450,11.9681,13.6395,26.614,90.0,90.0,90.0
4338458,5.7594,16.772,31.593,90.0,90.0,90.0
4338476,12.5919,14.4373,14.7778,90.0,90.0,90.0
4338737,14.431,15.18,17.2648,90.0,90.0,90.0
4338753,7.2505,12.7435,17.4661,90.0,90.0,90.0
4338755,7.297,13.303,17.1,90.0,90.0,90.0
4338759,7.4484,14.728,14.876,90.0,90.0,90.0
4338770,12.941,16.141,21.948,90.0,90.0,90.0
4338867,13.271,14.427,14.477,90.0,90.0,90.0
4338908,8.542,18.807,21.472,90.0,90.0,90.0
4338949,13.1904,16.733,17.51,90.0,90.0,90.0
4338953,7.8604,16.4817,21.8412,90.0,90.0,90.0
4338968,8.6453,14.7344,22.8349,90.0,90.0,90.0
4338983,5.7804,6.4204,8.389,90.0,90.0,90.0
4338987,12.5461,13.4794,14.4369,90.0,90.0,90.0
4338988,13.0587,13.283,14.2394,90.0,90.0,90.0
4338999,11.9125,13.0132,21.4092,90.0,90.0,90.0
4339072,8.9106,11.965,18.833,90.0,90.0,90.0
4339087,16.115,16.115,16.115,90.0,90.0,90.0
4339127,9.0304,11.7223,22.488,90.0,90.0,90.0
4339153,10.8932,14.468,18.775,90.0,90.0,90.0
4339278,4.8958,5.9311,15.74,90.0,90.0,90.0
4339380,10.8161,10.8161,9.7482,90.0,90.0,120.0
4339405,11.2163,15.4639,20.0617,90.0,90.0,90.0
4339428,7.4663,14.008,14.5023,90.0,90.0,90.0
4339457,12.4199,12.4199,6.0842,90.0,90.0,90.0
4339570,7.9152,23.871,26.107,90.0,90.0,90.0
4339571,7.201,24.7086,26.937,90.0,90.0,90.0
4339642,10.457,13.3059,18.1144,90.0,90.0,90.0
4339643,10.612,13.3067,18.1166,90.0,90.0,90.0
4339644,10.5397,13.2992,18.1165,90.0,90.0,90.0
4339661,13.5545,15.6887,17.3368,90.0,90.0,90.0
4339683,6.0255,16.659,26.139,90.0,90.0,90.0
4339715,13.571,14.106,23.625,90.0,90.0,90.0
4339724,8.937,16.164,18.057,90.0,90.0,90.0
4339817,10.3003,11.1678,18.7003,90.0,90.0,90.0
4339840,8.2607,13.0802,16.9503,90.0,90.0,90.0
4339907,11.0027,15.223,23.406,90.0,90.0,90.0
4339932,8.6418,19.063,20.73,90.0,90.0,90.0
4340078,9.8584,12.6977,23.1548,90.0,90.0,90.0
4340103,8.3427,9.0471,38.228,90.0,90.0,90.0
4340131,10.248,11.658,29.177,90.0,90.0,90.0
4340168,14.981,16.995,20.765,90.0,90.0,90.0
4340218,8.907,13.685,18.6935,90.0,90.0,90.0
4340278,7.0276,14.1141,16.4602,90.0,90.0,90.0
4340311,8.0751,13.685,19.4779,90.0,90.0,90.0
4340403,10.8436,11.5004,27.6737,90.0,90.0,90.0
4340426,11.3787,13.5544,11.5748,90.0,90.0,90.0
4340452,11.6891,16.0964,19.624,90.0,90.0,90.0
4340483,21.07,21.07,10.811,90.0,90.0,90.0
4340553,8.7183,9.5437,40.122,90.0,90.0,90.0
4340695,8.9332,16.8751,21.4229,90.0,90.0,90.0
4340737,11.1444,17.0144,20.6731,90.0,90.0,90.0
4340860,13.4171,13.8162,23.3326,90.0,90.0,90.0
4340883,14.303,16.389,19.923,90.0,90.0,90.0
4340930,6.507,16.4,20.949,90.0,90.0,90.0
4340949,19.03,19.03,14.797,90.0,90.0,90.0
4341032,5.9772,12.3164,14.0486,90.0,90.0,90.0
4341076,14.1407,14.1407,14.1407,90.0,90.0,90.0
4341093,8.7901,11.461,20.172,90.0,90.0,90.0
4341094,8.8178,11.6655,20.231,90.0,90.0,90.0
4341111,11.782,14.893,21.743,90.0,90.0,90.0
4341219,5.849,7.453,9.509,90.0,90.0,90.0
4341236,18.0482,18.0482,12.2439,90.0,90.0,90.0
4341245,8.4349,27.432,8.0648,90.0,90.0,90.0
4341246,5.512,6.103,28.5482,90.0,90.0,90.0
4341249,8.6629,14.7786,22.4948,90.0,90.0,90.0
4341303,6.7273,15.9205,21.9914,90.0,90.0,90.0
4341313,9.4327,11.8901,13.0806,90.0,90.0,90.0
4341314,12.3267,13.7288,16.0229,90.0,90.0,90.0
4341385,13.5374,13.5374,9.8247,90.0,90.0,90.0
4341473,22.6945,22.6945,9.9881,90.0,90.0,120.0
4341491,8.3377,21.837,23.532,90.0,90.0,90.0
4341527,15.2881,15.2881,14.1017,90.0,90.0,90.0
4341592,7.339,13.48,22.404,90.0,90.0,90.0
4341626,14.2191,14.2316,18.972,90.0,90.0,90.0
4341670,9.4029,13.8251,16.2702,90.0,90.0,90.0
4341749,11.3528,11.3528,23.145,90.0,90.0,90.0
4341750,8.9978,9.4638,10.433,90.0,90.0,90.0
4341751,8.9199,9.4566,10.414,90.0,90.0,90.0
4341756,8.5632,10.5141,25.0136,90.0,90.0,90.0
4341855,9.769,10.315,26.673,90.0,90.0,90.0
4341870,6.4955,18.4218,20.1841,90.0,90.0,90.0
4341880,11.5739,19.4956,21.2065,90.0,90.0,90.0
4341935,14.547,14.547,15.129,90.0,90.0,120.0
4341943,14.4592,15.3683,23.252,90.0,90.0,90.0
4342013,13.3863,13.3863,13.3863,90.0,90.0,90.0
4342219,7.0963,11.8413,13.1477,90.0,90.0,90.0
4342250,13.664,13.664,13.849,90.0,90.0,120.0
4342388,8.6434,14.8745,18.5989,90.0,90.0,90.0
4342389,8.6259,14.8088,18.6711,90.0,90.0,90.0
4342422,9.2232,11.7387,22.4883,90.0,90.0,90.0
4342481,7.3313,13.1945,14.5373,90.0,90.0,90.0
4342503,8.42511,8.42511,17.47962,90.0,90.0,90.0
4342547,13.918,18.38,18.813,90.0,90.0,90.0
4342557,10.532,12.899,19.465,90.0,90.0,90.0
4342617,7.302,7.302,21.763,90.0,90.0,90.0
4342618,7.1404,7.3032,21.6631,90.0,90.0,90.0
4342619,7.224,7.284,21.677,90.0,90.0,90.0
4342654,10.0899,10.6066,21.3352,90.0,90.0,90.0
4342698,8.8498,10.0689,14.6004,90.0,90.0,90.0
4342721,5.9864,8.5702,27.2074,90.0,90.0,90.0
4342747,13.501,13.724,13.911,90.0,90.0,90.0
4342758,9.5436,12.5908,17.6577,90.0,90.0,90.0
4342804,12.23325,17.4883,20.3322,90.0,90.0,90.0
4342810,7.7693,14.0374,29.9826,90.0,90.0,90.0
4342937,12.102,12.102,31.228,90.0,90.0,90.0
4342983,12.071,16.404,19.75,90.0,90.0,90.0
4342987,4.804,13.717,20.45,90.0,90.0,90.0
4342996,11.4948,14.9599,16.9984,90.0,90.0,90.0
4342998,6.3712,8.6929,11.1729,90.0,90.0,90.0
4343265,9.543,17.6708,19.1035,90.0,90.0,90.0
4343266,13.795,13.795,17.743,90.0,90.0,90.0
4343267,8.3255,17.3435,20.745,90.0,90.0,90.0
4343351,9.3272,12.0677,14.8235,90.0,90.0,90.0
4343401,9.3242,16.887,20.587,90.0,90.0,90.0
4343411,15.3424,16.1517,16.5323,90.0,90.0,90.0
4343437,13.6696,14.6532,19.839,90.0,90.0,90.0
4343465,12.1311,14.3081,24.24,90.0,90.0,90.0
4343576,10.169,11.0255,17.282,90.0,90.0,90.0
4343613,15.178,15.178,13.65,90.0,90.0,120.0
4343669,6.781,7.152,9.25,90.0,90.0,90.0
4343815,13.836,13.836,14.027,90.0,90.0,90.0
4343893,7.0829,18.0304,19.7872,90.0,90.0,90.0
4343945,4.6172,7.3525,9.1822,90.0,90.0,90.0
4343964,10.676,14.087,24.69,90.0,90.0,90.0
4343967,10.467,17.866,19.99,90.0,90.0,90.0
4343975,14.0359,15.5824,20.8077,90.0,90.0,90.0
4343989,12.692,14.1597,16.8149,90.0,90.0,90.0
4344148,15.4077,15.4077,15.3877,90.0,90.0,90.0
4344425,7.1297,11.703,32.3455,90.0,90.0,90.0
4344459,9.1872,12.9675,22.2115,90.0,90.0,90.0
4344536,11.017,15.164,21.072,90.0,90.0,90.0
4344541,8.3961,20.4083,21.7674,90.0,90.0,90.0
4344649,11.0651,11.942,23.555,90.0,90.0,90.0
4344683,4.3218,11.4472,22.914,90.0,90.0,90.0
4344706,10.514,11.132,14.619,90.0,90.0,90.0
4344723,11.3225,14.4568,18.1231,90.0,90.0,90.0
4344743,15.0174,15.0174,11.9111,90.0,90.0,90.0
4344762,11.581,17.899,18.7,90.0,90.0,90.0
4344806,9.4129,9.4129,6.1506,90.0,90.0,120.0
4344839,13.9585,13.9585,20.0529,90.0,90.0,90.0
4344845,11.7096,11.7096,13.787,90.0,90.0,90.0
4344847,11.6353,14.945,22.735,90.0,90.0,90.0
4344867,6.3536,19.2147,27.2831,90.0,90.0,90.0
4344875,12.905,18.679,22.856,90.0,90.0,90.0
4344896,8.986,17.7983,21.3159,90.0,90.0,90.0
4344910,9.413,10.1905,19.5205,90.0,90.0,90.0
4344924,19.1501,19.1501,11.119,90.0,90.0,90.0
4344934,11.6752,11.6752,12.8954,90.0,90.0,90.0
4344951,9.3478,13.0471,13.5581,90.0,90.0,90.0
4345031,13.019,16.084,25.409,90.0,90.0,90.0
4345033,13.0128,16.073,25.214,90.0,90.0,90.0
4345036,14.1508,14.1508,14.1508,90.0,90.0,90.0
4345087,11.5597,14.1233,20.9986,90.0,90.0,90.0
4345174,12.2518,12.2518,7.2893,90.0,90.0,90.0
4345200,11.7993,13.1965,14.7986,90.0,90.0,90.0
4500027,7.8,7.8,13.6369,90.0,90.0,90.0
4500039,11.905,12.714,27.347,90.0,90.0,90.0
4500056,15.118,15.118,9.105,90.0,90.0,90.0
4500062,24.165,24.165,9.9242,90.0,90.0,120.0
4500068,16.8018,16.8018,7.1674,90.0,90.0,90.0
4500069,12.7089,12.7089,8.2149,90.0,90.0,90.0
4500072,6.0353,24.6349,28.1607,90.0,90.0,90.0
4500118,9.1295,9.7902,18.6869,90.0,90.0,90.0
4500134,7.5301,7.5301,20.6215,90.0,90.0,120.0
4500147,6.9707,10.008,17.9921,90.0,90.0,90.0
4500163,5.0445,14.93,16.1053,90.0,90.0,90.0
4500187,5.7526,15.465,30.087,90.0,90.0,90.0
4500192,14.314,14.314,6.2872,90.0,90.0,90.0
4500228,8.55,12.525,26.157,90.0,90.0,90.0
4500243,19.2199,19.2199,15.8463,90.0,90.0,120.0
