name,sgnum
4078779,2
2206483,2
4031074,4
7151142,14
1502122,2
4023080,2
2212489,19
4026999,14
2101879,19
4510653,2
4506809,2
2227958,14
4083034,2
2202050,2
7204391,114
7154899,2
1508801,4
4511893,2
7154298,2
2018534,14
2004743,14
7153338,4
2004403,14
2101832,13
4028109,1
7104497,4
2002038,14
4068155,14
4077900,2
4123577,4
2003297,19
2009889,19
4086201,14
2310007,19
2239747,14
8101156,4
4510909,14
4513700,2
1506512,19
2203154,4
2012992,2
2019315,4
4070045,14
2020111,4
7224786,2
7224699,2
2236849,14
2100349,61
4070889,2
4029687,4
7151726,4
7116453,4
7214477,14
7219427,61
7206880,14
2105848,19
7023717,14
7053214,14
2230868,2
7226276,14
2104102,14
4030456,4
4024074,4
2236847,2
4020211,2
2201658,14
9011415,14
4072274,2
4024654,31
2226602,2
7207595,2
1513598,2
4030979,2
2203120,2
4025123,4
5000306,2
4105210,2
2226157,14
2013756,2
4071178,2
2216240,14
1506543,2
4078787,2
7151710,4
2006821,19
7155051,2
2015336,1
1516631,4
4026838,2
4062609,14
2000526,19
4113648,2
4081267,2
2219602,61
2223904,2
1543625,14
7152359,19
2211978,14
7204618,14
7219486,4
2202631,2
7152630,2
4020753,2
1515093,14
4030114,4
2235643,2
7153921,14
2235795,2
7205195,2
1503312,2
7221938,1
2241596,2
2240294,4
7206435,19
4114985,14
1505964,14
1504979,4
2105114,14
7153167,4
2007300,1
2201886,14
1501691,11
7221738,2
4114099,2
2007740,2
2210825,11
1501839,14
7200357,14
9007657,15
7201668,2
2232897,2
1542697,2
4020833,1
2223023,14
4080824,2
4022307,4
7105768,2
2217219,14
2015758,19
2007384,4
7150276,2
2001423,2
7214478,14
7115800,14
2218516,2
7054719,4
4061628,2
2237774,4
2210988,14
2241768,2
1516195,14
7151317,4
2006883,14
7036492,15
2231019,14
2012248,4
2003427,12
1507954,4
7150760,2
4020659,2
4022286,19
7151542,2
4121002,14
2105121,2
7225637,2
7112233,14
4513345,2
2238245,14
4509389,4
8100577,14
2005693,14
4507558,14
1507336,4
4512498,2
4029138,2
2224625,14
7109535,2
4020606,2
2004864,62
7105119,82
4101113,14
4027400,4
1504925,14
7111706,4
4109971,5
4022692,2
7151637,14
7053223,2
7153812,2
7152284,2
2212295,14
4030593,1
1500039,14
4021601,2
7101362,2
4022032,14
2226452,7
1516780,4
4026719,2
1504299,33
1513950,14
2219518,2
7207674,2
1518432,19
4060452,2
2014447,14
4024154,4
4512802,2
7218375,2
4029472,4
1505071,2
2208907,19
1518467,2
7213185,4
4066751,2
7219471,2
7051153,29
2100229,2
2014179,2
7150848,14
4068628,2
4102976,14
2105024,14
2226952,2
4083249,2
4072983,2
1512048,2
2203950,14
2235397,2
4508154,4
4027595,2
1515902,2
2015011,14
7217221,14
2104852,4
2228569,2
2007736,14
7150337,2
4513393,4
2012174,14
2203621,2
7109314,14
7204194,4
2103262,18
2206414,14
2218474,2
4327392,2
4026516,4
4107584,2
4060210,2
2238728,2
1511946,4
4073558,2
1504086,2
4078141,4
2233903,2
2017425,14
2005861,14
1502639,2
4303925,2
4083387,4
4026182,2
2004523,19
7000625,2
2005782,4
1502939,2
4021076,4
4061473,2
4028440,14
7116752,2
4111947,2
4085828,2
1520514,7
4030413,14
2201857,14
7151883,14
7150804,14
7208832,14
2010450,62
4023726,4
4030767,19
2207775,15
4110676,19
7100488,19
2212529,14
2200363,14
2203730,2
4105319,176
4028189,4
2241160,2
7154368,2
7017480,14
4111146,19
2235745,4
1501791,14
2222064,14
2103496,4
7032016,159
4329095,131
2202604,2
8102507,2
2233444,14
4021944,19
7150169,2
2238256,14
2230945,2
7053272,14
2300012,2
1542655,2
7113928,2
7151326,4
4025408,76
7154085,14
7054659,4
2222634,14
4101509,2
7152125,19
4028030,2
4062000,86
4067474,2
2239873,2
1507817,2
4505914,14
8101867,14
4077175,2
7152393,33
2237176,4
7205626,5
4327508,14
2235733,14
1520634,2
4025050,14
4020231,2
7226275,13
2215559,2
7205284,2
1512086,2
2300008,14
2103052,2
7220700,2
7214505,14
7205503,14
7202707,2
7204265,2
4511848,2
2240701,4
2014741,2
4020963,19
7153322,14
4510928,2
7032580,19
2011642,4
4073892,2
2232898,2
7153552,2
4063364,14
4064878,1
7152397,2
4024896,2
4335268,14
7223502,1
4023044,2
9013391,114
7150326,2
4024251,4
7154006,2
1529193,2
4503587,2
4024231,2
4079576,2
4107223,4
7118163,2
2234898,2
4030583,2
2213250,14
4513189,2
4062003,4
1507002,1
4079281,2
7050146,14
4120419,33
2236237,29
4023175,14
1516340,19
4504367,14
2235292,2
7053264,2
4075083,2
4074710,2
4075391,2
4082230,2
1542702,2
4029241,4
7224787,2
4027887,2
7212088,14
7101854,4
2013648,14
7224646,14
2102809,14
2104966,2
1506699,2
1518934,2
7207729,2
2232072,2
2236933,2
2105562,14
2102854,4
4026677,2
7200952,2
2213295,2
4030715,2
4508012,14
7201799,4
4105180,14
1508940,2
4022432,2
1507539,14
4082925,2
8101083,2
7213457,2
7214756,2
2239928,1
2221472,62
1505805,4
4026496,4
4329189,14
2221586,14
7152686,2
2213439,4
2237049,2
2311084,14
2218326,14
7214501,14
4510944,14
7052926,14
4060534,2
7207560,33
2018728,1
7207305,2
4503323,4
2226042,4
7202969,2
7152914,2
2219243,14
4069335,14
4026035,2
7154561,2
2223210,9
2005314,4
2001722,2
1504610,4
7018098,2
4500433,2
2223357,14
4020158,2
4510937,14
2212632,2
2239365,7
7210010,2
2015769,14
4021490,2
4028350,4
4500215,14
4029617,14
2218689,2
1513282,14
7104548,1
4023985,4
7054159,2
2015958,1
2222766,2
2105852,62
4030071,14
1519923,4
7213282,14
2212131,2
4308011,2
7209078,2
7220432,14
4075004,2
7112232,14
7054626,154
7223715,14
2216310,2
7154449,2
4075273,11
2105558,2
7203647,2
2223800,2
2230673,2
2239884,4
4071003,4
4503728,4
1100275,14
4342627,19
2010289,2
4030069,14
4080409,2
4021791,2
2020461,4
2105611,33
2208250,2
3500033,2
2235621,2
4023806,14
7219670,2
4071734,14
4060725,2
7053818,19
7154633,14
1504044,19
2217140,2
2227653,14
4025250,2
2016032,2
4026574,2
2016654,2
4076188,1
7111005,13
2229629,1
2206726,2
2017086,2
4333003,4
2216373,15
2014266,4
4103909,62
2019296,88
2210282,14
2010590,14
2003687,31
1100404,1
2228928,2
7220415,14
4080410,11
8102726,33
7211947,2
4026840,14
4503907,14
4511521,2
7029334,14
4022939,4
7219096,19
2010277,19
2019590,19
2226497,2
2008190,2
4084640,2
7116634,14
4063344,2
1506890,14
2201044,4
1505410,4
1516413,14
4114360,2
1519348,4
2011617,2
2201315,14
2014284,14
1520682,2
4501700,4
7153848,19
2224825,4
4507669,2
1518358,14
7117264,2
1504576,2
2004277,4
4023907,4
2226797,33
4066598,19
2241205,14
2001231,2
4024358,2
4020867,2
7109267,2
7152815,2
4071095,4
4113696,2
2006080,15
4063574,14
7036303,2
1517982,4
4065262,2
2212078,14
7208662,19
4501735,14
4069613,2
2232098,4
4124310,2
2211074,4
2005607,62
2206066,2
4022767,4
2231857,4
4321582,4
2213052,2
8100528,2
4028227,4
2201826,12
4114045,4
4107915,14
2238286,14
2203981,14
4028223,2
7214764,1
4114923,2
4077968,14
4029955,2
2001257,2
4021228,4
4504099,14
2017467,2
7105760,4
1504227,4
7225631,2
2216119,2
4060578,2
2224262,2
2215429,14
2227312,2
4025922,13
1503130,2
2214486,14
2102175,2
7151862,14
7025864,2
1508878,2
7212125,14
7219797,2
4021918,14
2100386,14
4321804,14
4124940,4
2210389,2
7104492,2
4023452,4
7004926,14
7225381,14
2101097,19
4076640,1
2216194,19
2008869,14
4103906,4
4027991,2
2018162,2
4331054,14
2100014,60
7151212,2
7153680,2
4023361,19
2226275,4
7151787,14
2100665,14
7151287,4
1506315,7
1520187,33
1516766,2
2209739,14
7103044,2
7152401,19
4335237,14
4107261,14
7208572,7
4083069,2
2220345,4
4060098,14
7110592,14
7117266,2
1504807,2
2206994,14
4068866,2
2210262,14
1540605,2
7106579,2
7152486,2
4025132,1
1507570,2
7050194,2
7219787,7
4065627,2
4067888,2
7216285,2
4072979,2
2218869,14
2105568,2
2240209,2
4104610,2
2239651,4
7151735,14
2239503,7
2103898,2
4068789,11
4315961,11
7116632,14
1504820,2
2228808,2
1505307,4
2203320,14
1512590,4
4024413,56
2237102,2
2218392,14
2103721,2
7225494,4
2225886,14
2214139,2
2221855,2
4021193,2
4031073,14
4114887,4
2003407,2
2238836,2
4020910,14
4022514,2
4513075,2
4021284,2
4031355,14
4510138,14
7224726,2
2201045,4
4082838,2
2236172,14
7153099,2
1520166,2
2224426,14
4104609,4
2225539,14
4108184,4
1512081,2
7200564,14
7206298,14
2001800,2
1506983,4
2017637,4
2100786,2
7107767,4
1518495,145
7011490,2
2000702,2
2000268,1
4066481,14
4067521,14
7152117,19
4506789,12
2220624,19
2206111,14
4027521,2
4021473,4
1501868,4
7154790,4
4025984,4
7151369,4
7150515,2
4065477,2
2105516,14
2231875,14
7153114,2
2006614,2
2002050,2
2237657,2
4502682,2
2011433,19
2018387,19
7004673,15
2204988,14
4074277,14
1502942,4
4021917,2
2230432,2
4504456,14
7205664,2
2200572,2
2009125,14
4063632,14
2005358,2
1504218,1
4065230,2
1506378,14
7153474,2
2209005,19
2104364,14
4500394,13
5000204,14
2017145,4
4069443,2
2218796,2
2214320,4
2230064,14
2217984,29
1540745,2
7216652,14
2009665,2
4061978,2
7050248,14
7110705,2
2017146,1
4111071,114
7153350,19
2008638,14
4026837,2
2206398,7
4026024,2
4114987,14
4505343,14
4025753,2
4027399,4
4031940,2
2104814,2
7151642,14
2236837,1
4028753,4
4110307,4
7215892,14
1501961,2
2020286,2
2222530,14
1506509,14
4028544,2
2236787,60
7022812,2
1504817,1
4029162,2
4512517,4
4028526,4
1505311,4
4026146,14
1513153,4
2019369,113
2223476,1
2215161,2
4020447,2
1504795,2
7152710,2
4028045,14
4076924,2
7051495,11
2206527,4
2220685,2
7018111,2
4511295,14
7204909,4
4025810,14
7050552,14
4020354,62
4029100,1
2004375,14
4111858,62
2003353,2
2100664,14
4024650,14
2223031,2
4023838,1
4070238,2
7153243,1
7224148,2
4067831,2
4066747,2
2004141,19
2202092,2
2013595,14
2005569,14
4031726,2
4117436,4
7214433,2
4115759,2
4028953,1
7152179,14
7117125,1
7154398,2
7214936,4
1513249,14
4113383,33
2226586,14
4020002,2
4335238,14
4077295,2
2000367,14
4022847,2
7153927,2
2217326,2
5000262,4
2216650,14
2009372,14
7206297,14
2203638,19
4027580,2
2203499,14
1503621,14
7220850,2
4510372,2
4113017,2
4101968,14
4028691,14
4025524,19
7151581,7
1518905,2
7102783,14
7052941,11
2100923,2
4026724,2
1542953,2
2200385,4
2205888,14
7153586,4
4062630,14
4029507,14
4024791,2
2222374,4
4508220,2
1506560,2
4081820,2
1513593,2
7225614,14
1504589,14
4067182,4
4026771,14
7117259,2
7054825,14
2230121,2
2005717,1
2233683,2
1503376,4
7152119,19
2015271,4
4307617,2
2239636,2
2239716,2
1502265,2
4022413,4
8102090,2
4026458,2
4021477,1
4025878,14
2204805,19
7208172,4
4116985,2
4338088,14
4026612,7
2007798,2
7152056,2
4029649,2
2216937,33
2203698,19
1514664,14
4029278,4
2202047,2
7152774,4
2202031,2
2214685,2
4071712,2
7150277,14
4114397,7
2227980,1
2209542,33
4085534,4
4024211,2
4023176,19
7151487,4
4326492,14
2000183,4
4021862,4
2239853,2
2221411,14
4117974,4
1507121,14
2015860,19
2010991,2
7150661,4
1503767,14
2222560,2
2010400,19
4020594,14
9016304,14
7204337,2
2104403,19
4021956,2
4028408,4
7225563,1
4030467,2
2215572,2
7151509,4
4022361,2
7201292,2
2231081,4
4324036,2
4027241,19
7202474,2
2210659,1
1512068,2
1508658,14
2003752,4
4027677,14
2012222,14
2207773,11
4066526,4
4066250,2
4023689,14
4512203,14
4084185,11
7154205,2
2101305,4
2000101,4
7053153,2
4504588,14
4021589,4
2007152,2
4031080,33
7214499,14
4502679,2
7150652,1
2206260,2
7151758,14
4074275,2
2239367,14
4020831,1
4020805,4
1508777,14
4078718,14
7052010,14
2205630,4
4075160,14
2209787,19
2214563,19
2238904,14
7213367,19
2218938,2
7202451,14
4508437,14
1507528,14
2205752,2
2212869,2
7151946,2
4024912,2
7222134,2
7152188,19
2221234,14
1529278,2
7205508,14
7109888,14
2007371,19
7153781,2
2205261,15
4507996,2
1518435,19
2202000,2
2217005,14
7152690,4
4026058,2
7051497,14
2200844,15
4320069,2
4111084,2
7226178,4
2216028,14
7151573,4
4024557,4
4026989,4
2101908,7
4083511,2
4061467,62
4074210,2
4023373,2
4076366,2
2207595,4
2000634,14
2004707,61
7008282,1
4027017,14
7101577,2
2201023,2
7109970,7
7153368,2
4020485,4
4070875,14
2204436,2
7112827,19
1516092,14
7208261,19
4028414,4
4338712,2
1519592,14
8100247,4
4067277,2
4070046,4
4081815,14
2219690,14
8100963,2
4022055,14
4025685,4
7205376,2
1504830,14
2004185,4
1542370,19
1503636,1
1518442,19
2228682,2
7029249,2
4085681,14
7208831,14
2103674,29
2231167,2
4505616,2
4026069,2
2203249,2
2217702,2
7039470,4
8100758,2
1518486,2
2004629,14
4028158,2
2227656,14
4508438,14
2222640,14
2014743,14
4308613,114
4066104,7
4116358,2
1505888,11
4025748,4
2206484,14
7010760,2
7112236,14
7212915,14
2241324,15
2203585,14
2211885,14
2206663,2
4020845,14
4513896,2
2105025,14
1503351,14
4510649,2
4021684,4
2240457,2
2205643,19
4079918,2
7029517,4
4120034,2
2214186,14
4027597,19
7212782,4
2019008,14
1502674,2
4505386,14
2238179,4
2018111,19
7206493,2
2008187,33
7023327,4
4082716,2
4118729,19
2224878,2
4504083,2
4026178,2
4023955,14
4061346,2
4029945,2
2213162,2
7100862,2
4513756,20
8100612,14
7004801,2
4075561,14
4060533,4
2206307,14
2204112,2
1100815,2
1508640,4
1520432,14
4513461,4
4124159,4
4028846,2
4031556,2
2231990,4
4082629,2
2300234,14
2220592,14
2223259,2
7205837,14
4082905,4
7200800,14
7050898,14
2207721,14
4076629,2
1505240,14
4027635,1
2016734,2
2205139,2
4020974,19
4022530,9
7204140,2
2101707,4
2014734,2
2300271,14
4029634,2
7203183,14
2201266,4
4022300,2
1503302,2
2204855,82
7150038,2
1503500,19
4102929,2
2241839,2
4023624,2
1516714,2
7154809,14
1506852,14
7214067,14
1504916,4
2105023,14
7153846,1
7106430,19
7008440,33
2006075,33
2012421,2
4025342,4
1506262,14
2217985,2
2236644,2
4030449,2
2217808,4
4027927,2
7115490,1
1505611,2
2220726,14
8102004,14
4500222,2
2222695,2
7205403,62
2234117,14
2222065,14
2208408,2
4025736,2
2100607,14
2010320,2
2007251,14
7001413,2
1513156,14
2004880,4
2229841,14
7107197,4
7151895,2
2223677,2
4073359,2
1518644,2
7219766,4
2203979,14
2000558,14
2231833,2
7224801,14
1529301,2
4026752,14
7153685,14
2203995,2
2019951,7
2004980,14
4083709,2
1520022,19
2105446,1
2200008,2
1502032,2
7153554,14
7153897,2
4508338,14
4082499,2
4028304,2
2004537,4
2236663,19
2013936,14
2235371,2
4021468,14
4500782,2
1507596,4
8100857,2
4026636,14
4027781,4
4031722,14
4116148,61
7053050,14
2101384,2
2013774,2
1542411,4
4063385,14
2200295,2
7152430,2
7150829,2
2010404,4
2235774,2
2310115,14
4023801,2
2017742,14
4020241,14
7226506,14
4023335,14
2105108,19
4027704,14
1517918,14
1512389,2
2235247,2
7100091,2
4021789,2
4023265,2
7051401,14
2007128,4
2238420,2
4513102,2
4313815,11
2200670,19
2013154,4
1511809,14
7203129,18
7110953,4
7103731,2
4022171,4
7153879,4
4020381,31
7153855,2
7204917,14
2222038,2
4020980,14
2205820,2
2100179,14
2222838,4
2239317,2
2238231,2
4028916,19
7152689,29
4029464,4
1507429,14
1517178,1
1505340,4
4075327,1
2300233,14
4109124,14
4027288,2
2006873,2
2016832,14
2011881,4
7054646,2
4024161,2
2227400,2
2227893,2
2006300,4
7112238,14
7215890,4
2218955,2
2015078,2
2219092,4
5000110,4
7153503,29
4083410,2
2219723,2
8101585,15
4028035,2
2105466,4
1502943,4
2010898,5
4082168,2
1502923,2
4064403,2
2100840,205
7226242,14
4061337,14
7215664,33
2101708,5
7216868,2
4027448,29
1503611,4
1506817,4
4020748,14
4319892,2
4073308,4
7150454,4
2011936,2
7220075,2
7150143,4
7112530,14
4029014,2
4022212,14
4109614,2
2000282,1
7225946,14
4027166,4
1100834,2
1503852,19
2236022,14
2222689,1
7105484,14
4077649,12
2104943,12
4342117,2
2230186,2
4072414,14
4078877,14
1513542,14
2003634,14
4023489,14
7154958,2
2238622,14
8101488,4
2207587,4
2013565,4
4023174,1
4078950,2
2017754,14
4002212,15
4112733,2
1502568,2
7151881,14
1503437,4
2205964,2
4023921,4
2006171,14
2004426,4
2010615,2
1507160,19
2239159,4
4116141,14
4504992,14
1507614,2
7012905,14
2208427,2
8101091,2
1505241,14
7054310,2
4064002,2
1519999,4
7150342,4
4025969,2
1504879,2
4102123,1
1503041,14
4507234,33
1504028,4
4328061,2
1516634,19
7019852,2
4021278,4
7015876,2
4065223,14
7212281,4
7151755,2
1542677,2
7021882,2
8103695,2
1543051,14
4067088,2
4507504,14
4319773,14
7152947,2
2213513,4
4507462,4
7103363,14
2229725,2
7151950,4
4025807,14
1520362,2
7226098,14
4066511,2
7204577,14
4505444,2
4102803,19
2015972,4
4504087,2
2229384,2
2207459,62
4113802,7
2225743,4
7154163,14
2002919,14
4021469,14
4023490,4
4068114,11
4025324,2
4073999,2
4061962,7
4501736,14
1501686,11
4083369,2
4023937,4
1512592,14
1502463,14
2014474,7
2227308,2
4029272,4
4076125,14
7020084,14
2209995,19
4026915,2
4024788,2
2105120,2
4023776,19
2236758,14
2017682,14
1100503,1
2226798,2
2105845,19
4083370,2
2204690,2
2231495,2
2017955,2
7100540,2
7153045,4
4021135,14
2014033,2
2011025,14
2237305,2
7205532,14
4021013,2
7051901,2
4070139,2
4027223,4
2212894,2
4113698,2
4075210,2
1504099,14
4021449,144
2212075,14
4023376,4
7226331,2
7215306,14
2215451,2
1505871,2
4111525,4
7152676,2
4067830,2
1511796,14
4081777,14
7151818,2
2215910,14
4026684,14
2214022,14
1540706,2
4508434,14
7203555,14
1543327,2
1520314,2
1514188,2
7152114,19
7101077,2
7214418,14
2239910,4
1505275,2
4115406,4
7211304,2
7153571,4
4028867,14
7226624,14
4116744,4
4002004,2
4075916,2
1504234,4
4064470,4
2219843,2
7153892,14
4505227,2
2012144,14
4028616,1
7055600,4
4113880,4
4021046,14
8101681,33
1505321,4
2100100,2
1520165,2
1517900,4
2006011,4
1540649,14
2236296,14
4029447,14
4332532,29
4303310,2
7207152,2
4068336,2
4025381,14
2203593,2
4027509,4
1511857,2
4104133,14
7107660,4
4028912,2
4062110,2
2223062,14
1513518,14
4029186,14
2222584,4
1505206,2
7103153,2
7210157,4
5000072,4
2004280,2
2207621,5
4026365,2
4068148,2
7022091,2
4026537,2
7052662,2
2008339,14
2105569,4
2221353,4
4025843,14
4029280,4
4063367,14
2016490,1
4117009,2
7204295,2
7151165,19
2010287,14
4025710,2
4083930,1
4076910,2
2225394,14
2237584,14
2214264,2
2203460,15
4021089,2
7155262,4
7200785,29
2005305,11
4504353,4
1503916,14
4027656,15
2104592,2
7020428,4
4065396,14
2204234,2
8100992,2
2231373,4
7153998,2
7224881,19
3500040,148
2200445,4
7219316,144
1516099,4
4021001,4
4021523,4
7151236,4
7154216,2
7151791,2
1513374,1
1515178,1
2209155,2
2011125,2
2221601,19
4028857,2
7219683,4
2225991,2
1516703,14
7154333,1
2241516,2
4070436,2
2216450,14
4024199,14
7114069,2
4020804,4
1503565,2
4028426,2
2224128,19
7151595,14
7208903,2
2020257,2
1520287,14
2002938,15
4023322,2
1504383,14
7100059,2
7153176,4
7206642,18
2103672,4
1518433,19
2011898,60
2006843,2
1504079,2
7103853,4
2017730,14
4507560,14
4074144,4
1503112,2
7152402,19
4101239,2
4000665,2
2005868,4
4073868,2
2014328,4
2228495,2
4111839,7
4025340,4
7153902,2
4025812,2
4020449,2
4084047,14
4021471,14
4084202,2
4503952,2
4023802,14
4024948,4
2010783,14
4069413,2
4068538,19
1543347,19
2231343,15
2237788,4
4020719,4
2200997,14
4329805,14
4022928,13
2213638,14
7214503,14
4509499,14
2223179,2
2205561,2
1529873,4
1520175,19
4508831,2
1514324,2
2210782,2
4066166,4
2239690,19
7150224,2
1506231,4
1519596,4
4060682,2
1508278,2
1518441,19
4031333,4
7151099,2
1542368,2
4076826,4
7210328,4
4329163,2
4020801,4
2234549,2
7004142,4
7109671,2
2009772,2
7202393,2
4507337,2
4022277,4
1503398,14
8101726,2
4501918,2
4110558,2
4124719,4
2019410,2
4027895,2
2203106,4
2201783,4
7152728,4
2202651,118
7207300,14
1505530,4
4118003,4
7100487,14
2229686,2
4023753,19
2213408,14
7203241,2
7154970,2
4029681,19
2225308,2
1502121,2
4071721,2
2241671,4
2230278,14
1505376,2
4079665,2
7151921,14
2229193,2
2239128,14
1513154,2
7150543,2
4025556,2
4083773,2
8102542,2
4062400,2
2204818,2
7152453,19
4507491,14
2226427,14
2215740,14
7105247,4
1514352,14
2209308,14
4062497,11
4509501,12
2227801,2
7215700,14
7054789,2
9000827,2
4078713,14
7153821,2
1503394,2
4068556,4
1505723,14
7218271,14
2240346,18
7226562,2
4023163,19
7218866,2
4342430,2
2221261,2
1518047,4
2100908,4
7223235,2
2220232,14
2240247,4
1504701,14
4508001,14
2207968,14
7218948,7
7155002,4
2012680,2
2209933,4
4114591,2
8102083,14
1542443,2
2239861,2
4075615,2
1508739,19
1518549,2
1504180,4
4066730,14
1502293,4
2208704,14
1516008,4
2017852,2
1513412,2
2224162,2
7117643,14
7205534,4
1517408,19
4026409,2
2015488,14
4021470,14
2228720,4
2212624,14
2203306,2
2233888,2
1100647,4
7223009,2
4030015,14
1504379,62
7152695,4
2237834,19
7150996,14
2228647,14
7033226,14
2216740,2
2000497,2
4028873,2
2006514,14
4022978,2
4511894,2
2230645,4
2007515,4
4084729,2
4510817,2
4065924,14
7154313,14
2202974,4
2217057,14
2205105,14
7150821,2
4116123,2
2005303,2
4027569,14
2212203,2
2222445,14
4025626,14
4508921,2
4021895,14
2241114,2
4071989,2
4028044,2
2236935,4
7111673,2
2225796,2
2236162,14
2102304,19
1503105,14
2209144,19
1516772,4
4031295,2
8100605,14
7023323,4
8102201,2
4022045,4
7215708,14
4025258,4
1529864,2
2241653,4
4024184,2
2105209,1
7215754,2
5000070,4
7021582,8
2230583,1
4304452,2
2229128,2
4020086,19
4026294,14
4020852,2
2223620,2
4077317,2
2201778,2
2210625,2
7150548,2
4507040,2
7214022,14
8100425,2
4116486,2
2014397,14
7114471,4
2229554,2
2212929,2
1506020,2
7150261,2
2300013,2
7111097,2
2104878,1
2240249,2
7214386,14
4028301,4
4501867,2
2218124,2
2101904,19
4022089,2
2011966,2
2207962,14
4060008,4
7152376,33
2300006,14
2205776,2
4069668,19
7150640,2
2241511,7
4025413,9
2200098,4
2105028,14
4060449,2
2206130,1
1504559,2
8100885,2
7211146,2
7152220,2
4122894,14
7208076,14
7200848,15
7151043,4
7202560,2
7214487,14
2100676,15
4512770,14
2015484,14
2224462,2
2007155,14
2227171,2
4026592,4
4069975,2
4020055,4
7219098,19
7213507,4
2212234,2
4030201,19
4025821,2
2014473,2
7153652,19
4028076,1
7208264,2
7011806,14
4114981,2
2239863,2
1502342,2
2222597,14
4067391,2
4506222,19
7151181,2
4062758,14
7150468,2
4508513,2
1506072,4
4024920,2
4026456,2
4029004,4
1508432,14
2105115,14
4031019,4
4072687,14
4027676,4
7013931,2
4508864,19
7214897,11
7007271,2
4067938,121
4021902,2
1503858,14
4028769,2
2008833,15
1516047,2
2217746,29
1504550,14
7222255,2
2220902,4
7152788,2
2103887,2
2007310,4
7111226,14
4073392,7
1518390,2
2000405,14
7153260,19
2223555,15
4025587,14
2103269,14
4022602,14
4023457,2
4084638,14
4103659,127
4079675,2
2100469,4
1517608,2
4065209,2
7152373,2
7151737,7
4030314,2
4021303,14
2001260,2
4511471,14
2013113,19
2241365,19
4024011,2
4072408,2
4029351,4
7217712,2
1502154,19
4021459,14
1506248,14
4116152,14
7112961,14
4025134,2
4068719,2
2235036,2
4026607,2
1505427,2
7110482,2
7151193,2
2224495,2
7152610,2
1505032,1
7151127,7
1008775,113
2238018,2
2222472,4
1517565,2
1506533,2
2213319,14
4076976,2
2232356,2
4028128,2
7215841,2
2105465,4
8101092,2
2005984,19
7154893,2
4061347,2
2216837,14
4020097,2
4028815,2
2012315,4
7226482,19
2100678,42
2215848,2
4060772,14
7213303,4
4070605,2
7150514,2
7218384,4
2220707,2
7052498,2
1508886,4
4060568,2
2105850,19
8100260,2
2014432,14
7204119,2
4512804,2
1507010,2
4072690,4
1542709,2
2006979,2
7206641,18
7206161,114
2011145,9
4031962,4
4079940,2
1543259,4
2200717,4
8100451,14
7053269,14
4115087,2
7019476,14
2012376,2
4083427,2
7007718,2
2204602,2
8000102,2
7223726,14
4064312,2
1505538,2
1504266,4
7212614,14
4079274,14
7204922,2
2229568,2
2227774,2
7154487,4
4118614,2
2101910,2
2234182,2
4021914,9
4020990,4
4028863,14
4512805,2
4505889,2
4106700,14
7224996,2
2008008,14
2216833,5
7151592,14
7111225,14
7151757,33
2232070,2
4020565,2
4077233,2
1516338,2
1502392,4
5000172,2
4075781,2
1517831,2
7150959,2
7151335,14
4022764,2
2014384,2
2215450,14
4507094,2
2004822,14
2105145,33
2208751,31
2200836,14
2001741,14
4066090,2
2237490,14
2015790,2
4079817,2
1513462,4
1519438,2
2226600,1
7001657,2
2100170,2
7002941,2
2007895,14
4071555,14
4026935,4
7150449,4
2223687,2
4063005,2
1508860,14
4084495,2
7151090,14
7109769,1
2231069,4
2205527,14
2019426,2
4068080,14
8104080,4
7102403,2
4500038,2
7219102,19
1542542,1
7102413,2
4027307,2
4507898,2
4062383,2
4020084,2
1502631,2
4076242,1
2215916,2
2226442,2
2007599,2
7203668,14
4021625,2
2224336,14
7220122,4
2239453,2
2005445,11
2221062,14
4030470,4
2207604,2
4022611,4
4063953,2
1514727,2
2230346,4
4507482,4
4030210,4
4030004,2
2010285,1
4080970,2
2105248,2
1503110,2
4083092,2
4120679,1
4122946,4
1516170,14
7211955,14
2205478,14
4109366,2
7153930,14
4023880,33
4061881,2
7226439,61
2006632,19
7204921,14
2223692,2
2240909,2
2216033,14
2009903,2
7150994,2
2202112,14
2239644,2
1520285,2
4111840,14
1514978,4
4069448,2
2227414,15
2231835,4
1508328,2
7151889,14
7151046,9
7115733,14
4069976,2
4021744,2
7206037,14
7150911,14
1502029,4
2238150,2
4505225,14
4025956,2
7155142,2
4022762,2
1507256,2
7151245,4
2106722,15
4109036,1
7208271,2
4083911,2
4063895,2
4020528,14
7023644,14
2210192,14
2101219,14
4020585,2
7154065,14
4061916,4
4076452,2
7219798,4
1506819,33
7152991,2
2206014,19
7151449,2
2221876,14
4020704,4
7102055,14
2237360,2
4507007,14
7114295,2
1515301,18
7222079,2
4082483,4
2009571,1
2010582,11
1504139,14
2217946,19
4061414,14
7109290,2
1506085,2
2224025,19
7154570,14
4101913,14
7153010,4
4064893,2
1532510,14
4081900,4
2205549,2
4027133,2
1517415,2
2222110,2
7000927,2
2224844,4
2217767,14
7225383,14
2006276,2
4030083,2
1502499,2
7152494,2
7105573,14
1504845,2
2231956,4
2205395,14
4028231,2
2204330,2
7154430,2
4022116,14
7208075,176
4502245,2
2229768,2
1518657,2
2236997,2
2206506,11
7151780,14
1503256,14
4114590,14
1507260,1
2221229,14
2105117,2
4027413,4
4505309,2
7012468,5
7220076,2
4503642,2
7226240,14
