cif,a,b,c,alpha,beta,gamma
2020289,10.3257,9.8222,9.0437,103.7572,102.5714,97.314
2233483,11.037,9.9941,9.0495,92.1439,91.7481,94.6751
4060381,13.5841,8.8571,7.9544,93.6244,93.1627,89.7132
2233901,10.0926,8.0865,7.0822,94.8613,96.865,96.0984
1508608,10.26,9.1201,8.4197,98.9393,100.0388,96.0442
2220294,15.9673,13.0497,8.1928,92.8508,91.9753,91.9759
4031702,15.0767,12.8564,8.8258,92.0096,92.5865,95.9856
4115610,11.9059,11.6076,11.0547,102.7289,100.4511,100.9321
1513051,9.6395,8.6558,7.4754,91.953,93.6793,91.7427
4061609,18.9948,9.6846,9.0494,92.2381,93.9865,89.9249
2222203,16.7348,7.9484,5.617,92.5503,90.1782,86.9801
2221938,11.1069,9.6401,8.3961,102.9346,106.142,104.1922
2016990,12.6582,8.2463,6.0305,93.244,92.3494,91.1347
1506579,14.7721,8.532,7.5995,92.7573,92.8262,89.4122
4021811,12.5709,10.1262,9.1964,98.6417,99.6347,97.2102
4105491,15.0251,10.0576,5.7053,90.5469,90.6652,91.2683
2204711,21.5616,6.2278,4.6446,94.6156,88.7775,85.1956
4321357,17.8858,16.6251,13.4878,95.0148,93.5761,88.9568
2214755,14.2572,10.9529,5.822,92.3561,90.8788,91.187
4338502,16.3981,8.9087,7.8778,94.7956,91.7201,89.0752
2202865,12.9276,10.8609,6.6525,93.8669,92.0855,100.4738
4024731,12.0847,9.7153,8.7992,92.9418,94.6541,92.0829
4310348,13.2435,9.1427,8.6013,92.2297,93.3469,90.6169
4336092,15.8757,8.828,8.146,101.1428,88.2991,86.3451
1511852,20.3874,13.7994,7.2051,92.3376,87.9995,101.4898
2207864,17.3379,9.9324,8.6295,92.8285,92.6406,89.0868
8103191,18.2619,8.5198,6.2164,93.1927,90.5944,88.576
4512790,15.8162,9.9697,5.7322,89.588,88.1193,89.6584
7208307,30.9641,13.7027,7.1124,92.1955,77.7278,90.057
2009785,19.0504,16.584,4.7868,93.541,89.7928,91.8862
2225708,12.372,8.7285,5.5224,93.742,94.7709,92.8108
1518454,9.6021,8.8636,7.9918,92.007,93.0753,89.3321
4023287,16.2267,8.9296,7.9083,94.5294,91.4698,89.9844
1545187,25.6105,10.1648,9.1747,92.8831,89.1033,89.4946
4100665,13.6314,7.5681,5.961,90.9346,90.7248,88.4897
4023753,22.9978,7.2927,5.2462,95.1918,89.9388,85.717
4063074,19.1328,16.7873,11.901,95.4159,94.7718,89.3239
2231379,20.8042,8.5469,7.7116,94.5916,92.694,88.8244
2015705,24.1634,9.4034,6.8735,96.6153,91.1605,91.6674
1542423,17.5655,16.0001,6.8046,94.2278,92.014,89.1443
4077927,13.0506,12.0605,11.8833,91.1549,89.6575,88.8126
2009940,25.6486,8.063,5.1271,92.9812,80.5541,84.5443
1513680,18.7701,17.4107,9.2533,93.0555,92.1037,90.388
4315709,21.529,12.3384,10.5601,91.7578,94.2475,89.9365
2206837,12.6693,9.6517,6.7939,93.9277,94.7057,97.4953
2204066,29.4898,10.5987,8.6126,91.9716,84.3378,89.141
2240173,12.2498,10.2374,7.4103,92.5857,90.4078,92.5778
4340449,15.0559,8.743,7.7906,93.5844,92.6204,90.1084
4076739,13.4127,9.2576,8.2158,94.0453,94.3449,92.3925
1512079,13.6019,11.9057,6.758,93.0114,91.4321,99.3784
2229275,18.5454,16.7331,9.2214,90.6395,91.7928,92.2554
4303878,18.1192,15.7101,12.4239,93.1827,95.1756,88.9896
2017868,15.3135,11.4483,4.5407,86.3996,84.7775,87.8064
4083783,21.3804,20.4345,9.0069,92.6188,90.4142,90.6287
1506703,16.5997,10.3058,9.4016,91.2961,93.3595,94.5018
4509232,11.9048,10.3934,6.8634,93.0681,90.4179,90.8768
4116013,10.3561,9.8427,9.2937,91.7582,91.8549,95.1462
4031907,9.7932,8.6834,7.7731,91.5211,92.4275,90.2946
2239545,27.1243,13.6563,8.0753,94.053,86.8035,92.9023
4086547,12.7487,11.8479,6.6419,92.4652,89.8064,89.2982
4503754,19.9865,16.0368,9.7422,92.5282,92.0658,94.2242
4331249,22.0811,9.1143,4.4505,92.9381,83.7737,93.7888
2231560,9.553,8.0028,5.4735,94.4909,94.612,96.3046
1520453,15.9734,10.7169,6.0428,91.7521,90.5014,91.4969
2215453,10.3633,8.2451,5.3824,95.4236,95.8927,94.0397
7204911,20.8103,7.744,5.635,95.437,88.1177,88.5423
4302339,12.0298,8.7046,8.0759,95.1135,95.8273,93.4323
2241142,18.7409,10.6788,7.1603,93.1033,90.718,90.9882
4504304,11.5133,8.2927,6.364,94.0798,93.3747,92.1352
2238499,19.9813,7.0505,5.6226,97.5408,91.5161,86.4755
2300451,19.7543,9.0621,7.4544,97.5282,92.1298,88.841
4323507,19.0151,15.2958,11.7174,91.1955,93.1515,92.5271
4028850,12.3964,9.6295,9.3923,93.7755,95.863,95.1204
4317702,19.2223,16.0028,9.7902,93.4727,93.413,92.2362
1520456,15.0,13.2328,9.2405,94.6113,97.4239,89.5158
2008613,10.9816,6.8298,5.4963,94.1556,94.131,93.8192
4309556,15.797,12.5659,11.041,93.8152,95.6096,92.3859
4505441,9.6004,8.5557,7.7575,90.5762,91.4269,90.7168
4026416,11.581,8.5781,7.4443,93.1474,94.2344,91.9869
1100837,14.7263,13.346,8.3361,90.0648,90.2574,102.6858
4061986,13.8286,11.265,9.252,95.9221,94.4196,90.8884
2018391,13.1088,11.1318,8.1587,93.8586,92.565,91.6609
2105560,15.1826,8.047,4.2843,95.1027,89.1027,89.4226
4071297,13.0124,10.3369,7.3091,93.8839,93.6869,97.3586
4072086,17.5467,15.6576,10.1161,89.2551,91.3174,104.4667
2203020,11.6449,7.9329,6.6231,92.9686,92.7118,90.7053
4109919,17.2789,9.563,8.6057,93.9069,92.536,89.8644
7204881,19.5318,6.594,5.7112,96.5188,93.7488,88.3136
1100877,13.9673,10.5805,7.2821,93.9165,92.5922,92.001
1502677,22.0616,12.962,8.0773,93.531,92.9013,91.6928
4030219,16.1163,9.0434,6.2738,92.3645,91.8797,89.2938
4117980,17.1354,11.8166,6.9416,92.7595,89.6616,91.2234
4101748,16.2077,13.9476,11.0597,90.5446,94.5832,93.3095
2016913,21.7571,9.6052,7.6154,95.4521,90.5916,88.2563
2239355,11.6171,10.3803,6.7192,92.6644,91.3305,96.8602
2234385,12.0944,10.1461,5.5999,90.4695,90.4323,93.7457
2218293,26.5817,14.4609,7.5268,93.3323,86.5755,91.5922
4302436,14.1911,9.1028,7.4084,91.9174,93.1687,89.165
4026291,12.6822,7.695,6.8911,91.4641,91.5872,87.8128
2206319,12.1248,8.868,5.9283,95.169,94.451,92.9715
4028560,10.4424,7.3471,5.7033,94.7422,96.4505,93.0344
2200482,21.3518,13.2229,12.0671,92.1558,93.9755,90.9094
2220709,12.5576,9.7464,6.2039,93.7175,92.6802,91.3372
4029671,10.6097,10.3604,9.2948,94.451,91.1759,101.7215
4113542,10.4426,8.9669,6.9768,93.2261,93.1704,92.3743
4314243,12.893,10.2351,7.6949,92.7565,91.0569,95.1916
4313118,16.7342,11.385,9.1844,92.1603,93.0317,91.3311
2221792,13.6013,11.7584,8.0018,94.2875,91.7294,91.4134
4118191,25.2685,14.2976,12.9487,92.5283,93.1165,91.6136
1540606,25.0731,13.4488,8.3457,95.6357,89.9524,94.0615
2012554,18.9809,8.3744,6.6116,94.5509,91.6102,91.1616
2008242,26.3077,8.8272,7.5653,94.7739,92.4193,88.4421
4510939,12.7713,6.598,3.534,97.9318,90.0796,89.5017
2007315,16.9534,8.6907,6.8608,95.134,90.8263,89.9621
1507742,16.6535,9.843,6.0476,91.2419,88.9829,88.8987
1545011,19.34,8.1703,6.9814,94.6139,91.001,88.501
4065142,12.2323,10.6644,8.0723,93.8491,93.1317,94.4855
4115188,17.3822,15.1779,8.6521,94.3183,93.6095,90.8854
4071070,14.1381,12.4216,11.9227,93.41,92.9972,92.5329
2209951,15.3,12.8286,5.1438,93.9038,90.6741,91.2298
2206220,15.0376,13.2224,7.5079,93.9203,92.5375,90.1843
7217714,10.764,7.5532,6.5465,93.9307,94.8078,92.3002
4066408,12.3119,10.422,6.1775,92.5122,90.8087,90.0514
2238017,11.2564,9.606,7.3661,92.7916,92.5418,93.9415
2009879,11.5176,9.3828,5.9747,92.9009,92.9645,93.9411
2230286,10.3822,8.9231,4.7591,95.2491,94.4008,96.4725
2204955,17.0788,9.8045,8.6234,91.0119,94.2774,91.4367
1542661,15.3816,10.9243,8.5261,97.9868,95.4692,91.5504
1505454,22.8789,10.8815,7.4409,98.3127,91.4414,89.1592
2003708,17.5961,12.1923,8.636,93.9708,94.5968,91.4138
4025803,21.7564,7.2479,6.1685,95.213,89.4852,85.7719
4309275,13.2921,10.5629,9.2413,92.9457,92.5761,89.727
4084866,15.6773,10.2978,9.1966,95.2028,93.8777,92.2798
2014075,21.864,6.7356,4.8084,97.9024,89.5079,89.8003
2004644,10.4111,7.2166,5.8611,93.4625,95.3876,92.1368
2005262,14.0268,11.4638,10.6408,94.2719,95.0893,91.3919
2100136,15.7215,10.906,5.5685,92.2581,89.5233,92.1418
2212730,13.7391,12.5189,8.0581,92.6007,89.7997,93.0686
4029819,12.3719,10.4187,7.5283,92.597,90.399,91.4507
2214158,10.4128,10.0431,9.6409,90.1111,88.5482,89.2005
4103714,15.291,13.0609,8.2258,92.1567,90.6999,99.7147
4117066,13.7837,12.0896,11.0458,102.2611,101.1938,97.9494
4343163,11.5634,9.7602,9.0364,92.9347,93.6317,91.5005
2202320,8.9402,6.1884,5.0505,95.0855,96.3656,91.5234
2014674,17.0181,15.6825,5.696,94.0888,88.9422,98.0691
4022712,15.7618,12.7619,8.1435,94.9209,94.7697,90.5099
1502302,16.2892,11.8361,10.8253,94.8835,93.728,91.7106
7213098,13.0316,10.1211,7.6619,94.9557,95.258,96.7436
4106909,13.9199,8.6464,6.138,94.8725,95.1202,91.4721
4325022,12.5327,10.6106,7.1346,92.5889,90.328,94.8876
7214434,10.8583,7.0915,5.754,93.4819,94.4508,90.7281
2232696,13.4962,11.7634,7.6951,93.2306,91.0557,92.185
1501786,17.5967,16.3121,6.8354,93.9445,93.933,88.6879
4085945,9.3139,8.1983,6.774,94.662,96.2031,94.8552
4083203,10.9715,10.2663,6.4828,93.5311,93.5866,102.501
4031081,12.1699,9.2297,6.6295,93.1985,93.1815,90.2637
4078001,19.0985,9.2996,6.8327,96.9321,91.6684,88.6466
2204571,17.539,10.9226,8.619,91.9088,95.4301,90.9813
1517500,12.2109,7.9329,6.9123,92.8025,92.4801,89.8793
4108858,21.2924,15.5535,9.7054,91.7586,94.5223,94.7144
1503828,13.2699,10.4034,9.1619,91.9741,93.3631,92.1629
2205984,19.1841,11.1042,10.337,94.5905,94.6011,92.5299
1512256,21.1471,13.5703,8.4287,90.2986,92.1968,93.5354
2230551,13.8552,10.8026,4.9773,91.6235,89.7823,97.0074
4062193,15.0239,13.4576,10.8588,90.5523,91.7836,101.092
2200705,23.1025,10.2875,6.4947,95.0689,86.315,93.9489
2201656,20.3779,11.6802,3.4691,84.3204,71.5904,86.808
1505203,10.4058,9.0835,8.0663,93.0894,94.3781,92.2055
4067053,16.441,14.6807,7.8168,91.8758,91.2156,96.5408
1503809,21.5632,10.1211,5.7795,94.5989,87.1782,91.6566
2223983,9.8956,8.9567,8.1196,92.1041,93.916,90.0042
4114519,17.7221,12.3236,7.0303,93.1257,89.3882,91.2311
2100031,12.8294,11.8556,11.3037,95.3157,92.8155,91.0443
4117755,12.6978,11.8491,6.3495,91.0302,89.0601,94.3166
2001171,10.6,8.0142,7.0531,94.8071,94.8534,94.6574
2012697,10.7301,9.2715,7.5625,93.197,93.9486,92.2232
1502683,10.6286,9.4876,7.7259,97.7015,100.0597,99.145
4029343,16.1875,11.3018,8.1618,95.1841,94.1449,93.135
4324560,18.1169,16.3759,10.2579,89.2241,91.8823,101.6927
4103779,20.5667,8.081,7.541,93.2235,90.8505,90.5456
4026833,13.2183,12.5383,7.2275,92.7778,90.2092,96.0494
2233780,17.3757,6.3609,5.3975,95.6192,93.7174,83.5869
7218476,16.417,14.7066,11.4713,91.0715,93.4785,91.0346
2016609,11.037,9.3052,5.6218,95.9019,95.5173,94.3431
4076556,14.9828,10.6239,9.1626,91.4213,92.6774,90.9119
1501985,18.3177,13.6663,7.8633,94.9603,93.0567,93.3846
1515896,10.8461,9.9627,9.0432,100.4731,100.1799,96.2099
1506801,19.5937,15.9574,5.1881,95.0132,89.7826,90.9203
8101268,10.1459,8.8431,7.0501,91.0448,92.888,89.793
2213624,13.3964,9.1248,8.1237,97.9866,94.2115,89.6067
1508923,8.9523,7.7424,6.7155,94.722,94.8468,93.8508
2008862,12.5438,9.5817,7.7859,93.0079,93.0081,91.6851
4077573,11.6685,9.7942,7.1331,92.1091,90.8613,92.1801
7152784,10.0689,9.0887,8.2138,91.3903,92.46,89.4999
4022887,20.071,11.8862,10.3191,93.0134,94.2097,89.8741
4338836,14.2517,9.4079,7.7935,93.0737,94.0388,90.8778
1512671,11.5242,10.9098,9.7224,100.7447,100.8555,105.8693
4110750,21.8905,15.2344,8.8485,92.0877,90.503,95.2289
4508026,10.1168,8.0082,5.3973,94.6428,93.899,95.396
2220901,19.9668,10.1269,5.1571,93.0027,86.6559,91.2406
4306684,14.047,12.0243,11.0954,91.2008,92.6829,91.3456
4063072,12.4078,10.4656,7.8864,92.2644,90.3633,91.5881
2218340,26.9801,7.0594,4.1182,90.9958,70.2538,87.5647
1008775,6.4571,5.4585,4.4083,97.105,98.3478,97.2561
2227505,25.9414,14.0554,7.6783,93.0924,87.744,94.9366
4334607,13.8846,11.5971,10.6368,94.2157,94.9994,91.2363
2104817,27.8252,11.7452,9.5928,93.0181,90.9333,90.9405
2234309,18.1484,11.0084,9.6385,92.4661,93.0241,91.3692
2003587,9.0807,8.2343,7.764,98.496,98.0946,99.8064
4344723,18.1861,14.5256,10.8959,93.1112,96.2586,90.4
1520721,17.1202,9.0654,6.1522,91.356,87.9622,87.5856
4105104,10.3856,9.5969,8.9896,94.625,94.3662,92.6355
4319471,13.6197,12.075,11.0917,90.1767,91.1797,89.44
2241244,15.473,8.2481,7.3815,94.076,92.7857,87.4594
2208294,30.4879,10.6932,4.4924,88.4167,60.8183,88.8998
1508616,12.4654,9.0747,6.1447,94.7154,94.6425,93.7515
4069896,10.5434,9.2197,7.6498,91.0174,92.0502,90.5952
4073512,14.831,8.8276,7.7896,92.4597,92.6431,90.2353
4117716,12.4908,9.9073,7.148,93.4685,93.6474,96.5435
2015984,15.248,10.9141,6.1711,92.8362,91.273,91.4095
1504703,12.9685,9.7537,7.402,93.8426,93.0893,91.4669
4306353,13.8036,10.6029,9.3988,93.6104,95.1946,90.9961
2237908,16.2255,8.0301,7.3275,94.0404,91.8142,88.198
1519253,15.9571,10.4135,6.423,91.5148,90.3716,90.3251
7009432,13.2431,9.2415,6.7843,92.9474,93.3327,91.3021
2233017,13.5735,12.2422,6.0485,92.5533,92.234,89.785
1505287,11.7483,10.8678,8.5333,89.6324,87.5509,89.1818
2231662,17.6346,16.3128,12.0067,91.4295,93.6775,90.664
4112492,24.906,11.0344,9.6999,91.9602,92.0158,91.2716
2206667,16.6692,8.2362,4.435,95.6499,93.2759,91.6343
4301453,13.2596,8.1469,6.2084,96.9183,96.3746,89.8329
1507720,11.6082,9.9173,7.1491,92.0681,90.9391,93.6807
4306732,17.7365,16.3181,15.2327,91.5475,89.9589,88.9008
2221158,26.425,12.7172,8.2667,95.1065,88.2471,90.0124
1507742,16.6818,9.7373,6.1401,91.5091,89.2769,88.9203
8102335,9.9814,8.2273,6.9068,93.8948,96.0762,92.4229
2012656,16.7444,10.1724,8.4862,93.1645,92.9907,91.0464
1512441,25.5323,15.8382,7.9436,91.7046,88.8107,92.2948
2234078,11.829,7.5035,5.9359,97.685,93.5838,91.3571
2228998,29.5195,9.9461,8.0921,95.0306,85.8159,88.3188
2216780,13.442,12.3827,10.7361,97.737,96.1196,96.1925
4122994,12.2796,7.463,5.9237,93.3786,91.8131,90.1327
1512168,14.247,10.8641,9.1348,94.6889,96.7322,90.8952
4105276,17.2112,15.4924,14.1967,92.3715,94.7214,90.5963
2013429,14.8384,11.5372,10.3417,94.5074,95.9259,90.6389
4021098,22.6978,15.8759,9.4552,91.8815,90.2841,93.2975
7220988,19.8254,14.9131,7.9611,94.0861,92.7836,91.0046
4307246,15.2358,13.7792,8.152,92.3989,92.5815,93.7084
7154569,11.674,9.2336,7.2399,92.446,92.7701,90.4167
1540413,15.502,9.4204,8.235,95.0571,93.2235,88.8732
2015449,10.7289,9.3322,4.9998,94.192,93.9935,92.6186
7053274,22.1922,7.6913,4.0638,94.9517,81.4572,92.7023
4083902,14.6025,10.2427,8.6947,92.5259,92.9814,91.6618
2006051,10.3423,8.4863,6.8792,93.3873,93.0856,92.3139
8101157,14.8287,11.4892,7.3077,93.495,91.4218,96.8015
4331193,15.5307,8.741,7.6281,93.7151,91.3964,88.9796
2207654,14.4358,9.3364,7.9132,93.7147,93.4679,90.845
2206817,12.9007,10.0063,7.4645,93.6757,93.0339,92.0438
4030027,18.3995,10.2811,9.2355,92.7662,93.5702,90.9226
2105861,14.9443,10.9954,8.0287,94.4468,93.5243,91.3738
7107422,13.0557,9.5804,9.0292,104.067,93.5892,91.4213
2218458,12.147,8.7798,5.1231,95.5631,95.595,92.1809
4027136,9.7913,8.5917,7.2463,92.5665,94.4523,90.9001
1503924,23.8026,10.4638,6.1361,94.01,83.8213,91.4271
2237627,10.2463,8.9282,8.0802,98.8244,101.3371,97.7396
2227358,18.5682,15.2104,7.9869,89.1944,91.2012,94.057
4075276,13.8822,11.0495,8.2308,93.5089,93.4364,94.2229
4080895,12.0729,10.2906,7.5045,92.6213,91.3762,96.1755
1517507,23.6637,7.8273,6.9351,95.6854,91.5199,87.4557
2001328,11.3875,7.7978,6.7096,93.3135,93.5294,91.0864
4313142,15.1236,10.0055,8.0042,94.1935,93.1407,92.9235
4069542,16.8816,11.4178,10.4051,92.9264,92.4595,91.1699
4110547,12.4166,9.0083,8.1207,94.5823,95.235,92.9465
4507999,8.6501,6.3575,4.8594,94.833,95.3049,92.935
4330668,20.2327,16.3295,14.259,90.2928,90.9243,91.6621
4071989,10.567,9.8537,8.0134,93.7893,92.9788,92.5997
2017507,27.5603,11.3085,9.8464,91.9823,88.9584,89.2782
4062443,18.0826,14.8988,9.7762,94.6384,95.36,91.3574
4335139,12.6627,9.4898,9.0072,93.5815,95.4451,97.0458
4302022,16.8199,11.9898,10.8358,91.9962,93.9054,91.9094
2006223,29.1299,8.3357,4.9333,92.6532,73.509,87.3849
2006000,10.7389,9.2177,7.8223,93.8686,94.7835,92.7015
4061050,17.2006,13.2129,9.2785,96.5647,96.8887,89.8565
2206059,8.9746,7.1059,6.1688,94.7424,94.9499,93.8273
7215658,26.7811,10.3099,7.1722,95.2554,87.9852,89.2263
7108191,11.2199,9.7569,6.5245,93.9321,93.486,96.3028
7211302,26.1757,9.178,3.952,89.9679,75.9068,91.8433
2205672,10.4494,9.3427,7.6915,92.9758,93.7256,92.5748
2100238,9.9192,8.5868,5.9044,95.2145,95.5135,92.5674
4025140,17.0277,12.0101,7.7694,94.2927,93.604,90.7285
2232743,11.102,9.0772,7.2397,92.6826,94.3387,93.4232
2235816,12.5621,8.0646,7.3298,92.389,92.4692,88.8651
2213294,19.6917,10.5479,6.6137,94.8071,90.0861,90.5889
4025125,12.8812,11.353,9.5115,98.3593,101.7358,107.0847
2230214,10.7523,9.2388,5.3846,94.9597,95.9979,92.775
4021574,11.2302,9.7434,8.4549,93.0769,93.7828,89.798
2223652,10.5569,8.18,7.4806,96.8419,98.872,97.7134
2015164,10.7508,9.3406,7.0911,91.9787,92.7103,90.4291
2240876,14.3108,11.9882,3.636,73.2461,75.047,82.6979
4335619,21.2952,12.9203,11.555,95.1808,93.5881,90.9724
4060847,12.2502,9.5264,8.7304,93.6692,93.9277,91.735
2200929,21.8189,10.9911,7.0003,93.9553,87.4479,94.8592
4061014,17.8984,10.4859,9.4186,94.6305,94.615,90.9218
1502000,12.8426,11.6778,6.287,90.8135,88.523,93.5884
1544223,6.4795,5.4539,4.3855,97.1643,98.2567,96.7758
4502920,17.0415,14.9174,11.4441,92.7601,97.2972,90.3248
4304770,14.6013,11.9951,9.7052,96.2522,98.1478,90.2754
4308913,13.4319,9.1217,6.4286,93.5952,94.9245,92.7796
2015741,10.5464,8.2843,6.862,94.3752,95.0727,93.8001
4314479,13.9686,12.5339,11.9201,99.3355,96.4914,91.0315
2220027,23.8865,13.8324,8.5745,94.1661,88.7328,92.3275
7209886,14.4851,12.3311,8.3297,95.8659,95.3769,90.3987
4315503,25.3316,9.0671,6.8553,96.6506,92.5039,90.88
2008475,17.113,13.1025,11.6466,89.3034,92.2204,89.4795
1521280,23.5442,12.0988,10.8794,93.2886,91.6986,90.0826
4501135,12.4294,11.0798,5.7056,89.5164,87.4074,93.2446
2003559,26.79,9.9404,6.9835,96.4175,84.923,88.5547
4102981,16.3621,12.918,9.1508,92.6087,91.177,103.0843
4329827,20.2447,7.0235,5.274,99.0918,90.336,87.1312
4315848,13.0159,10.9558,7.0727,92.7364,91.319,97.3773
1512230,15.969,12.5903,11.4497,92.2534,93.6695,91.1513
2017868,15.3726,11.4567,4.5806,86.9141,84.9697,87.8917
2202628,10.3706,10.0878,9.2144,100.0751,99.6769,97.3037
2216369,22.9699,9.8071,6.0343,94.5302,84.0785,99.6028
4065191,13.6833,12.593,11.8954,94.7936,95.2613,91.6195
2004618,23.2457,9.7963,5.646,92.6525,85.9097,92.1818
2013328,12.1056,11.1632,5.7447,90.8405,89.3869,88.2788
7152124,9.9306,9.1795,5.7627,93.532,94.5949,90.2391
4309257,22.7666,12.2368,7.6816,94.2735,92.9324,91.4703
4124730,14.9787,12.3728,8.4215,95.69,95.8693,91.303
4112037,23.0052,13.5803,9.0167,92.7218,91.8873,92.9259
4120360,18.2078,18.8183,10.9676,96.5719,85.1359,123.8085
4065264,10.5386,10.0939,9.5341,90.8328,90.6661,92.0258
1507672,11.3608,9.8008,7.8444,94.6748,94.3963,95.6771
2200491,15.6011,13.7573,9.7565,90.5602,93.4169,95.5047
4311690,13.3268,8.5056,7.7651,94.3631,93.6761,89.4876
2102206,13.1313,8.9151,7.8333,92.7818,92.8628,89.8798
1518838,11.4025,8.5462,6.3727,94.9512,93.9975,92.851
4079163,29.8414,7.7736,4.9836,90.4882,71.6923,84.4529
4114635,20.7754,9.9858,5.0692,93.8297,87.6281,90.8493
4078134,20.9809,14.8881,11.0116,93.1622,93.4031,93.0543
2236604,11.3301,7.7162,3.8139,92.5303,97.3327,94.015
1514345,16.584,14.3531,9.3608,93.7665,95.6894,91.0603
1505113,7.4437,6.818,5.9377,97.6543,97.0778,97.2036
2015450,20.4028,9.5902,4.7995,93.4115,83.9479,89.8393
2007106,15.3504,11.7059,7.8544,94.6774,92.9369,92.5856
4118876,19.6346,18.8934,10.1832,92.8014,92.0429,90.4633
4500370,16.2506,7.6909,7.131,93.5859,90.9734,85.5857
2240359,10.0245,7.474,5.883,94.0269,95.1602,92.4048
4072291,19.5208,11.8981,5.3647,89.4574,85.0252,89.303
4085050,12.4154,11.2313,10.4413,90.5494,90.2968,89.0432
4074470,10.5914,10.0243,9.3365,98.7728,99.1115,97.6488
4501156,18.7742,8.1453,4.8071,91.2086,85.2476,93.9851
2001649,9.8937,8.477,6.9313,91.5605,93.323,90.4727
7154399,13.0437,8.614,7.0994,92.6369,92.357,90.3741
2105778,16.1879,11.5291,4.2699,83.2263,79.8327,87.192
2218495,14.6219,8.4137,8.07,102.7702,91.3083,85.3102
4314319,10.0767,9.5869,8.7727,93.7087,94.2355,90.8329
2013905,24.9976,11.1457,7.7294,93.267,89.8893,89.2236
4102033,14.5688,10.2691,8.7339,92.973,93.4083,91.5771
2211817,16.4896,14.7116,8.4194,94.7816,94.5469,90.148
1506255,18.8432,17.6349,9.5886,93.6415,92.4966,90.8077
1508235,10.1513,8.8817,7.5402,91.3902,92.6424,90.8493
4326171,11.0621,9.3589,5.9328,93.6696,93.4109,97.7032
2240870,15.8602,8.3551,6.0558,93.7179,92.9639,88.1489
2231458,11.056,10.5127,8.6482,91.6249,89.9292,90.9471
4105313,14.7753,12.8039,10.0157,93.0438,96.3787,91.3755
4086481,14.8119,8.4917,7.3914,92.9788,93.5922,88.9917
4309158,16.2533,11.529,9.4695,93.2701,93.6848,93.5051
4076387,14.1614,12.2578,9.1505,94.213,95.546,89.8168
4321866,14.0942,13.1123,12.912,89.3767,90.5408,90.5876
4506839,16.9033,12.9637,9.2895,96.1862,95.4473,90.9147
7210153,13.1644,14.2547,4.0887,63.7851,71.9028,78.1217
2017176,13.154,9.2528,7.1911,93.136,92.8978,91.4337
2231783,16.2401,12.5813,9.9837,92.2222,92.0743,93.7404
4070403,21.5825,14.565,8.7551,91.6657,92.3498,91.3675
7225041,16.0555,14.2962,10.0478,90.3413,92.8846,96.9109
2310125,11.5063,6.5381,3.3501,97.1797,93.9352,90.827
2310118,11.4612,6.5587,3.3841,97.2928,94.4884,90.9413
4105687,12.6401,9.2322,6.0969,93.1006,93.9345,94.8534
1542490,12.4502,11.0916,8.1338,91.8763,89.8288,91.1599
4077129,17.4318,13.8422,12.512,90.0174,92.0611,93.4687
2009036,10.3396,8.9377,7.7268,96.1629,98.9458,96.7747
2008452,16.6497,9.1207,8.4142,95.8971,90.7215,88.7918
4081281,19.3744,13.2663,11.3827,93.7992,94.8757,92.1512
4073618,16.067,8.3431,7.2454,94.4668,91.6438,87.9075
1507708,20.8816,10.0917,7.6525,95.0259,91.8276,91.5334
4026562,23.1418,12.3702,7.1063,92.668,90.5167,90.9878
2104174,9.5568,8.1602,6.297,95.6519,95.6149,93.3029
4070751,17.6054,12.0551,9.0403,100.8684,96.2295,90.1731
2202346,13.2216,9.6234,7.3764,95.716,92.8582,91.572
2105246,12.4599,7.885,6.771,91.9494,91.5788,89.3939
4113126,10.1106,8.7428,8.1956,97.0812,98.8286,96.7446
2016296,11.1219,7.5987,6.4226,93.983,94.6061,92.4602
4079308,15.2278,10.7364,7.1492,92.6998,92.5252,91.6221
7153180,12.1714,10.7512,5.8808,92.3442,91.1611,95.046
4080106,18.2289,16.6938,10.3205,90.5184,93.2246,94.818
2011878,16.8148,12.2479,6.1465,91.2064,89.1208,89.3858
2227649,20.5363,11.8635,7.2302,94.2339,91.506,90.9306
7200790,15.3056,8.0856,6.1275,91.5336,90.71,87.2754
2216874,12.6857,10.5405,6.8789,93.3875,89.9893,90.37
2229513,23.7111,10.6272,5.4401,92.8922,82.2812,92.8292
2000721,12.6105,8.8461,6.0878,94.1668,93.553,91.4975
2218834,12.4414,10.8253,8.5394,93.8336,94.1308,91.7305
4084621,17.0116,15.495,11.5394,90.5465,93.9378,92.7212
4121301,19.3991,17.6438,9.3041,91.7802,92.7304,93.6386
4107975,17.2978,9.8265,8.766,93.6025,94.0191,91.2882
2219863,11.8165,11.5195,10.9622,105.108,101.8829,97.7552
4105879,10.5296,10.0361,9.3935,93.9277,94.0087,93.7754
4317836,12.1352,11.8537,11.2788,102.7904,100.489,100.5283
1543535,24.5145,11.808,10.5021,92.108,89.7255,91.1114
2213634,11.1329,9.7198,8.913,98.3866,98.7699,96.4584
7035975,16.2444,10.2568,7.1525,93.2458,93.3949,91.0612
7153764,12.7377,9.8642,7.4524,92.2402,91.42,90.7437
7201111,12.8999,8.5169,5.479,93.7655,93.0979,91.6023
4078797,15.3408,9.2399,7.7775,93.2388,92.3651,91.2453
2237035,14.9895,11.0329,5.3163,90.9699,91.107,90.0505
2201899,11.2247,9.6406,7.5013,91.8777,91.6457,91.1082
